v, -34.963, 0, 37.9259, 0, -1, 0, 1, -0, 0
v, -34.963, 0, -37.9259, 0, -1, 0, 1, -1, 0
v, 34.963, 0, -37.9259, 0, -1, 0, 0, -1, 0
v, 34.963, 0, -37.9259, 0, -1, 0, 0, -1, 0
v, 34.963, 0, 37.9259, 0, -1, 0, 0, -0, 0
v, -34.963, 0, 37.9259, 0, -1, 0, 1, -0, 0
v, -34.963, 64, 37.9259, 0, 1, 0, 0, -0, 0
v, 34.963, 64, 37.9259, 0, 1, 0, 1, -0, 0
v, 34.963, 64, -37.9259, 0, 1, 0, 1, -1, 0
v, 34.963, 64, -37.9259, 0, 1, 0, 1, -1, 0
v, -34.963, 64, -37.9259, 0, 1, 0, 0, -1, 0
v, -34.963, 64, 37.9259, 0, 1, 0, 0, -0, 0
v, -34.963, 0, 37.9259, 0, 0, 1, 0, -0, 0
v, 34.963, 0, 37.9259, 0, 0, 1, 1, -0, 0
v, 34.963, 64, 37.9259, 0, 0, 1, 1, -1, 0
v, 34.963, 64, 37.9259, 0, 0, 1, 1, -1, 0
v, -34.963, 64, 37.9259, 0, 0, 1, 0, -1, 0
v, -34.963, 0, 37.9259, 0, 0, 1, 0, -0, 0
v, 34.963, 0, 37.9259, 1, 0, 0, 0, -0, 0
v, 34.963, 0, -37.9259, 1, 0, 0, 1, -0, 0
v, 34.963, 64, -37.9259, 1, 0, 0, 1, -1, 0
v, 34.963, 64, -37.9259, 1, 0, 0, 1, -1, 0
v, 34.963, 64, 37.9259, 1, 0, 0, 0, -1, 0
v, 34.963, 0, 37.9259, 1, 0, 0, 0, -0, 0
v, 34.963, 0, -37.9259, 0, 0, -1, 0, -0, 0
v, -34.963, 0, -37.9259, 0, 0, -1, 1, -0, 0
v, -34.963, 64, -37.9259, 0, 0, -1, 1, -1, 0
v, -34.963, 64, -37.9259, 0, 0, -1, 1, -1, 0
v, 34.963, 64, -37.9259, 0, 0, -1, 0, -1, 0
v, 34.963, 0, -37.9259, 0, 0, -1, 0, -0, 0
v, -34.963, 0, -37.9259, -1, 0, 0, 0, -0, 0
v, -34.963, 0, 37.9259, -1, 0, 0, 1, -0, 0
v, -34.963, 64, 37.9259, -1, 0, 0, 1, -1, 0
v, -34.963, 64, 37.9259, -1, 0, 0, 1, -1, 0
v, -34.963, 64, -37.9259, -1, 0, 0, 0, -1, 0
v, -34.963, 0, -37.9259, -1, 0, 0, 0, -0, 0
t, 0, -1, 1, 0, -0, 0, 1, -0, -0, -0, 1, 1.18518, 0, 7.11111
t, 0, -1, 0.99765, 0, -0, 0, 0.99765, -0, -0, -0, 0.99765, 1.18518, 0, 7.11111
t, 0, -1, 0.990815, 0, -0, 0, 0.990815, -0, -0, -0, 0.990815, 1.18518, 0, 7.11111
t, 0, -1, 0.979814, 0, -0, 0, 0.979814, -0, -0, -0, 0.979814, 1.18518, 0, 7.11111
t, 0, -1, 0.964969, 0, -0, 0, 0.964969, -0, -0, -0, 0.964969, 1.18518, 0, 7.11111
t, 0, -1, 0.946598, 0, -0, 0, 0.946598, -0, -0, -0, 0.946598, 1.18518, 0, 7.11111
t, 0, -1, 0.925024, 0, -0, 0, 0.925024, -0, -0, -0, 0.925024, 1.18518, 0, 7.11111
t, 0, -1, 0.900566, 0, -0, 0, 0.900566, -0, -0, -0, 0.900566, 1.18518, 0, 7.11111
t, 0, -1, 0.873545, 0, -0, 0, 0.873545, -0, -0, -0, 0.873545, 1.18518, 0, 7.11111
t, 0, -1, 0.844281, 0, -0, 0, 0.844281, -0, -0, -0, 0.844281, 1.18518, 0, 7.11111
t, 0, -1, 0.813094, 0, -0, 0, 0.813094, -0, -0, -0, 0.813094, 1.18518, 0, 7.11111
t, 0, -1, 0.780306, 0, -0, 0, 0.780306, -0, -0, -0, 0.780306, 1.18518, 0, 7.11111
t, 0, -1, 0.746235, 0, -0, 0, 0.746235, -0, -0, -0, 0.746235, 1.18518, 0, 7.11111
t, 0, -1, 0.711204, 0, -0, 0, 0.711204, -0, -0, -0, 0.711204, 1.18518, 0, 7.11111
t, 0, -1, 0.675532, 0, -0, 0, 0.675532, -0, -0, -0, 0.675532, 1.18518, 0, 7.11111
t, 0, -1, 0.639539, 0, -0, 0, 0.639539, -0, -0, -0, 0.639539, 1.18518, 0, 7.11111
t, 0, -1, 0.603546, 0, -0, 0, 0.603546, -0, -0, -0, 0.603546, 1.18518, 0, 7.11111
t, 0, -1, 0.567874, 0, -0, 0, 0.567874, -0, -0, -0, 0.567874, 1.18518, 0, 7.11111
t, 0, -1, 0.532843, 0, -0, 0, 0.532843, -0, -0, -0, 0.532843, 1.18518, 0, 7.11111
t, 0, -1, 0.498772, 0, -0, 0, 0.498772, -0, -0, -0, 0.498772, 1.18518, 0, 7.11111
t, 0, -1, 0.465984, 0, -0, 0, 0.465984, -0, -0, -0, 0.465984, 1.18518, 0, 7.11111
t, 0, -1, 0.434797, 0, -0, 0, 0.434797, -0, -0, -0, 0.434797, 1.18518, 0, 7.11111
t, 0, -1, 0.405533, 0, -0, 0, 0.405533, -0, -0, -0, 0.405533, 1.18518, 0, 7.11111
t, 0, -1, 0.378512, 0, -0, 0, 0.378512, -0, -0, -0, 0.378512, 1.18518, 0, 7.11111
t, 0, -1, 0.354054, 0, -0, 0, 0.354054, -0, -0, -0, 0.354054, 1.18518, 0, 7.11111
t, 0, -1, 0.33248, 0, -0, 0, 0.33248, -0, -0, -0, 0.33248, 1.18518, 0, 7.11111
t, 0, -1, 0.31411, 0, -0, 0, 0.31411, -0, -0, -0, 0.31411, 1.18518, 0, 7.11111
t, 0, -1, 0.299264, 0, -0, 0, 0.299264, -0, -0, -0, 0.299264, 1.18518, 0, 7.11111
t, 0, -1, 0.288263, 0, -0, 0, 0.288263, -0, -0, -0, 0.288263, 1.18518, 0, 7.11111
t, 0, -1, 0.281428, 0, -0, 0, 0.281428, -0, -0, -0, 0.281428, 1.18518, 0, 7.11111
t, 0, -1, 0.279078, 0, -0, 0, 0.279078, -0, -0, -0, 0.279078, 1.18518, 0, 7.11111
t, 0, -1, 0.279078, 0, -0, 0, 0.280912, -0, -0, -0, 0.280912, 1.18518, 0, 7.11111
t, 0, -1, 0.279078, 0, -0, 0, 0.286248, -0, -0, -0, 0.286248, 1.18518, 0, 7.11111
