v, 0.174112, 165.917, 56.3873, -4.94464e-009, -0.0429815, 0.999076, 0.744556, -0.913585, 0bones 2,  0,1,1,0,0,0,0,0
v, 0.174112, 168.84, 56.1137, 2.51063e-009, 0.278101, 0.960552, 0.744551, -0.920661, 0bones 1,  0,1,0,0,0,0,0,0
v, -3.37268, 168.995, 55.4199, -0.287852, 0.309814, 0.906177, 0.735718, -0.921764, 0bones 1,  0,1,0,0,0,0,0,0
v, -3.37268, 168.995, 55.4199, -0.287852, 0.309814, 0.906177, 0.735718, -0.921764, 0bones 1,  0,1,0,0,0,0,0,0
v, -3.70837, 165.994, 55.7194, -0.263475, -0.024105, 0.964365, 0.734477, -0.914288, 0bones 2,  0,1,1,0,0,0,0,0
v, 0.174112, 165.917, 56.3873, -4.94464e-009, -0.0429815, 0.999076, 0.744556, -0.913585, 0bones 2,  0,1,1,0,0,0,0,0
v, -2.86169, 162.699, 55.2234, -0.256574, -0.421795, 0.869631, 0.736202, -0.905475, 0bones 2,  0,1,1,0,0,0,0,0
v, 0.174112, 162.77, 55.8072, 3.78331e-009, -0.381212, 0.924488, 0.74456, -0.905688, 0bones 2,  0,1,1,0,0,0,0,0
v, 0.174112, 165.917, 56.3873, -4.94464e-009, -0.0429815, 0.999076, 0.744556, -0.913585, 0bones 2,  0,1,1,0,0,0,0,0
v, 0.174112, 165.917, 56.3873, -4.94464e-009, -0.0429815, 0.999076, 0.744556, -0.913585, 0bones 2,  0,1,1,0,0,0,0,0
v, -3.70837, 165.994, 55.7194, -0.263475, -0.024105, 0.964365, 0.734477, -0.914288, 0bones 2,  0,1,1,0,0,0,0,0
v, -2.86169, 162.699, 55.2234, -0.256574, -0.421795, 0.869631, 0.736202, -0.905475, 0bones 2,  0,1,1,0,0,0,0,0
v, 0.174112, 162.77, 55.8072, 3.78331e-009, -0.381212, 0.924488, 0.74456, -0.905688, 0bones 2,  0,1,1,0,0,0,0,0
v, -2.86169, 162.699, 55.2234, -0.256574, -0.421795, 0.869631, 0.736202, -0.905475, 0bones 2,  0,1,1,0,0,0,0,0
v, -2.09235, 160.33, 53.6674, -0.241845, -0.714295, 0.656729, 0.737681, -0.897831, 0bones 2,  0,1,1,0,0,0,0,0
v, -2.09235, 160.33, 53.6674, -0.241845, -0.714295, 0.656729, 0.737681, -0.897831, 0bones 2,  0,1,1,0,0,0,0,0
v, 0.174112, 160.12, 53.861, 2.47251e-009, -0.735929, 0.677058, 0.744566, -0.897242, 0bones 2,  0,1,1,0,0,0,0,0
v, 0.174112, 162.77, 55.8072, 3.78331e-009, -0.381212, 0.924488, 0.74456, -0.905688, 0bones 2,  0,1,1,0,0,0,0,0
v, -7.90638, 165.751, 53.6202, -0.660495, 0.0911243, 0.745281, 0.722468, -0.91561, 0bones 2,  0,1,1,0,0,0,0,0
v, -7.45911, 164.34, 53.7284, -0.483198, -0.246527, 0.840086, 0.723118, -0.911473, 0bones 2,  0,1,1,0,0,0,0,0
v, -6.31469, 164.536, 54.4809, -0.448413, -0.28498, 0.847179, 0.726842, -0.911421, 0bones 2,  0,1,1,0,0,0,0,0
v, -6.31469, 164.536, 54.4809, -0.448413, -0.28498, 0.847179, 0.726842, -0.911421, 0bones 2,  0,1,1,0,0,0,0,0
v, -6.31154, 166.445, 54.6648, -0.494908, 0.0954371, 0.863689, 0.7275, -0.916415, 0bones 2,  0,1,1,0,0,0,0,0
v, -7.90638, 165.751, 53.6202, -0.660495, 0.0911243, 0.745281, 0.722468, -0.91561, 0bones 2,  0,1,1,0,0,0,0,0
v, -2.09235, 160.33, 53.6674, -0.241845, -0.714295, 0.656729, 0.737681, -0.897831, 0bones 2,  0,1,1,0,0,0,0,0
v, -2.86169, 162.699, 55.2234, -0.256574, -0.421795, 0.869631, 0.736202, -0.905475, 0bones 2,  0,1,1,0,0,0,0,0
v, -3.79404, 162.222, 54.3792, -0.466677, -0.601952, 0.647971, 0.733031, -0.903924, 0bones 2,  0,1,1,0,0,0,0,0
v, -3.79404, 162.222, 54.3792, -0.466677, -0.601952, 0.647971, 0.733031, -0.903924, 0bones 2,  0,1,1,0,0,0,0,0
v, -2.97053, 160.387, 53.1603, -0.526068, -0.694643, 0.490637, 0.734293, -0.897645, 0bones 2,  0,1,1,0,0,0,0,0
v, -2.09235, 160.33, 53.6674, -0.241845, -0.714295, 0.656729, 0.737681, -0.897831, 0bones 2,  0,1,1,0,0,0,0,0
v, -4.8827, 164.025, 55.0202, -0.388614, -0.330886, 0.859938, 0.73088, -0.909564, 0bones 2,  0,1,1,0,0,0,0,0
v, -3.70837, 165.994, 55.7194, -0.263475, -0.024105, 0.964365, 0.734477, -0.914288, 0bones 2,  0,1,1,0,0,0,0,0
v, -6.31154, 166.445, 54.6648, -0.494908, 0.0954371, 0.863689, 0.7275, -0.916415, 0bones 2,  0,1,1,0,0,0,0,0
v, -6.31154, 166.445, 54.6648, -0.494908, 0.0954371, 0.863689, 0.7275, -0.916415, 0bones 2,  0,1,1,0,0,0,0,0
v, -6.31469, 164.536, 54.4809, -0.448413, -0.28498, 0.847179, 0.726842, -0.911421, 0bones 2,  0,1,1,0,0,0,0,0
v, -4.8827, 164.025, 55.0202, -0.388614, -0.330886, 0.859938, 0.73088, -0.909564, 0bones 2,  0,1,1,0,0,0,0,0
v, -4.8827, 164.025, 55.0202, -0.388614, -0.330886, 0.859938, 0.73088, -0.909564, 0bones 2,  0,1,1,0,0,0,0,0
v, -3.79404, 162.222, 54.3792, -0.466677, -0.601952, 0.647971, 0.733031, -0.903924, 0bones 2,  0,1,1,0,0,0,0,0
v, -2.86169, 162.699, 55.2234, -0.256574, -0.421795, 0.869631, 0.736202, -0.905475, 0bones 2,  0,1,1,0,0,0,0,0
v, -2.86169, 162.699, 55.2234, -0.256574, -0.421795, 0.869631, 0.736202, -0.905475, 0bones 2,  0,1,1,0,0,0,0,0
v, -3.70837, 165.994, 55.7194, -0.263475, -0.024105, 0.964365, 0.734477, -0.914288, 0bones 2,  0,1,1,0,0,0,0,0
v, -4.8827, 164.025, 55.0202, -0.388614, -0.330886, 0.859938, 0.73088, -0.909564, 0bones 2,  0,1,1,0,0,0,0,0
v, -8.96098, 164.201, 52.6336, -0.780875, -0.00525111, 0.624665, 0.717986, -0.91256, 0bones 2,  0,1,1,0,0,0,0,0
v, -8.06427, 163.469, 53.1861, -0.461065, -0.180641, 0.868785, 0.720541, -0.90969, 0bones 2,  0,1,1,0,0,0,0,0
v, -7.45911, 164.34, 53.7284, -0.483198, -0.246527, 0.840086, 0.723118, -0.911473, 0bones 2,  0,1,1,0,0,0,0,0
v, -7.45911, 164.34, 53.7284, -0.483198, -0.246527, 0.840086, 0.723118, -0.911473, 0bones 2,  0,1,1,0,0,0,0,0
