v, 25.8303, 17.7122, 22.5092, 3.55296e-015, 0, 1, 1, -1, 0
v, 25.8303, 17.7122, 22.5092, 3.55296e-015, 0, 1, 1, -1, 0
v, -25.8303, 17.7122, 22.5092, 3.55296e-015, 0, 1, 0, -1, 0
v, -25.8303, 3.8147e-006, 22.5092, 3.55296e-015, 0, 1, 0, -0, 0
v, 25.8303, 3.8147e-006, 22.5092, 1, 1.05714e-021, 3.55296e-015, 0, -0, 0
v, 25.8303, 0, -22.5092, 1, 1.05714e-021, 3.55296e-015, 1, -0, 0
v, 25.8303, 17.7122, -22.5092, 1, 1.05714e-021, 3.55296e-015, 1, -1, 0
v, 25.8303, 17.7122, -22.5092, 1, 1.05714e-021, 3.55296e-015, 1, -1, 0
v, 25.8303, 17.7122, 22.5092, 1, 1.05714e-021, 3.55296e-015, 0, -1, 0
v, 25.8303, 3.8147e-006, 22.5092, 1, 1.05714e-021, 3.55296e-015, 0, -0, 0
v, 25.8303, 0, -22.5092, -3.55296e-015, 0, -1, 0, -0, 0
v, -25.8303, 0, -22.5092, -3.55296e-015, 0, -1, 1, -0, 0
v, -25.8303, 17.7122, -22.5092, -3.55296e-015, 0, -1, 1, -1, 0
v, -25.8303, 17.7122, -22.5092, -3.55296e-015, 0, -1, 1, -1, 0
v, 25.8303, 17.7122, -22.5092, -3.55296e-015, 0, -1, 0, -1, 0
v, 25.8303, 0, -22.5092, -3.55296e-015, 0, -1, 0, -0, 0
v, -25.8303, 0, -22.5092, -1, -1.05714e-021, -3.55296e-015, 0, -0, 0
v, -25.8303, 3.8147e-006, 22.5092, -1, -1.05714e-021, -3.55296e-015, 1, -0, 0
v, -25.8303, 17.7122, 22.5092, -1, -1.05714e-021, -3.55296e-015, 1, -1, 0
v, -25.8303, 17.7122, 22.5092, -1, -1.05714e-021, -3.55296e-015, 1, -1, 0
v, -25.8303, 17.7122, -22.5092, -1, -1.05714e-021, -3.55296e-015, 0, -1, 0
v, -25.8303, 0, -22.5092, -1, -1.05714e-021, -3.55296e-015, 0, -0, 0
t, 1, -1, -4.37114e-008, -1, -0, 0.00872656, -3.8145e-010, -0.999962, 0.999962, -4.37097e-008, 0.00872656, -57.9336, 0, -60.5166
v, -20.2952, 0, 17.7122, 0, -1, 0, 1, -0, 0
v, -20.2952, 0, -17.7122, 0, -1, 0, 1, -1, 0
v, 20.2952, 0, -17.7122, 0, -1, 0, 0, -1, 0
v, 20.2952, 0, -17.7122, 0, -1, 0, 0, -1, 0
v, 20.2952, 0, 17.7122, 0, -1, 0, 0, -0, 0
v, -20.2952, 0, 17.7122, 0, -1, 0, 1, -0, 0
v, -20.2952, 59.0406, 17.7122, 0, 1, 0, 0, -0, 0
v, 20.2952, 59.0406, 17.7122, 0, 1, 0, 1, -0, 0
v, 20.2952, 59.0406, -17.7122, 0, 1, 0, 1, -1, 0
v, 20.2952, 59.0406, -17.7122, 0, 1, 0, 1, -1, 0
v, -20.2952, 59.0406, -17.7122, 0, 1, 0, 0, -1, 0
v, -20.2952, 59.0406, 17.7122, 0, 1, 0, 0, -0, 0
v, -20.2952, 0, 17.7122, 0, 0, 1, 0, -0, 0
v, 20.2952, 0, 17.7122, 0, 0, 1, 1, -0, 0
v, 20.2952, 59.0406, 17.7122, 0, 0, 1, 1, -1, 0
v, 20.2952, 59.0406, 17.7122, 0, 0, 1, 1, -1, 0
v, -20.2952, 59.0406, 17.7122, 0, 0, 1, 0, -1, 0
v, -20.2952, 0, 17.7122, 0, 0, 1, 0, -0, 0
v, 20.2952, 0, 17.7122, 1, 0, 0, 0, -0, 0
v, 20.2952, 0, -17.7122, 1, 0, 0, 1, -0, 0
v, 20.2952, 59.0406, -17.7122, 1, 0, 0, 1, -1, 0
v, 20.2952, 59.0406, -17.7122, 1, 0, 0, 1, -1, 0
v, 20.2952, 59.0406, 17.7122, 1, 0, 0, 0, -1, 0
v, 20.2952, 0, 17.7122, 1, 0, 0, 0, -0, 0
v, 20.2952, 0, -17.7122, 0, 0, -1, 0, -0, 0
v, -20.2952, 0, -17.7122, 0, 0, -1, 1, -0, 0
v, -20.2952, 59.0406, -17.7122, 0, 0, -1, 1, -1, 0
v, -20.2952, 59.0406, -17.7122, 0, 0, -1, 1, -1, 0
v, 20.2952, 59.0406, -17.7122, 0, 0, -1, 0, -1, 0
v, 20.2952, 0, -17.7122, 0, 0, -1, 0, -0, 0
v, -20.2952, 0, -17.7122, -1, 0, 0, 0, -0, 0
v, -20.2952, 0, 17.7122, -1, 0, 0, 1, -0, 0
v, -20.2952, 59.0406, 17.7122, -1, 0, 0, 1, -1, 0
v, -20.2952, 59.0406, 17.7122, -1, 0, 0, 1, -1, 0
v, -20.2952, 59.0406, -17.7122, -1, 0, 0, 0, -1, 0
v, -20.2952, 0, -17.7122, -1, 0, 0, 0, -0, 0
t, 2, -1, 1, 0, -0, 0, 1, -0, -0, -0, 1, 53.1365, 0, 52.7675
