v, -0.592594, 0, -2.96296, 0, -1, 0, 0.5, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, 18.8575, 0, -10.0422, 0, -1, 0, 0.805556, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, 20.1058, 0, -2.96296, 0, -1, 0, 0.75, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -0.592594, 0, -2.96296, 0, -1, 0, 0.5, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, 15.2633, 0, -16.2676, 0, -1, 0, 0.861111, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, 18.8575, 0, -10.0422, 0, -1, 0, 0.805556, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -0.592594, 0, -2.96296, 0, -1, 0, 0.5, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, 9.75659, 0, -20.8883, 0, -1, 0, 0.916667, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, 15.2633, 0, -16.2676, 0, -1, 0, 0.861111, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -0.592594, 0, -2.96296, 0, -1, 0, 0.5, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, 3.00164, 0, -23.3469, 0, -1, 0, 0.972222, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, 9.75659, 0, -20.8883, 0, -1, 0, 0.916667, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -0.592594, 0, -2.96296, 0, -1, 0, 0.5, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -4.18683, 0, -23.3469, 0, -1, 0, 0.0277778, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, 3.00164, 0, -23.3469, 0, -1, 0, -0.0277778, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -0.592594, 0, -2.96296, 0, -1, 0, 0.5, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -10.9418, 0, -20.8883, 0, -1, 0, 0.0833334, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -4.18683, 0, -23.3469, 0, -1, 0, 0.0277778, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -0.592594, 0, -2.96296, 0, -1, 0, 0.5, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -16.4485, 0, -16.2676, 0, -1, 0, 0.138889, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -10.9418, 0, -20.8883, 0, -1, 0, 0.0833334, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -0.592594, 0, -2.96296, 0, -1, 0, 0.5, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -20.0427, 0, -10.0422, 0, -1, 0, 0.194444, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -16.4485, 0, -16.2676, 0, -1, 0, 0.138889, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -0.592594, 0, -2.96296, 0, -1, 0, 0.5, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -21.291, 0, -2.96297, 0, -1, 0, 0.25, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -20.0427, 0, -10.0422, 0, -1, 0, 0.194444, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -0.592594, 0, -2.96296, 0, -1, 0, 0.5, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -20.0427, 0, 4.11629, 0, -1, 0, 0.305556, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -21.291, 0, -2.96297, 0, -1, 0, 0.25, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -0.592594, 0, -2.96296, 0, -1, 0, 0.5, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -16.4485, 0, 10.3417, 0, -1, 0, 0.361111, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -20.0427, 0, 4.11629, 0, -1, 0, 0.305556, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -0.592594, 0, -2.96296, 0, -1, 0, 0.5, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -10.9418, 0, 14.9623, 0, -1, 0, 0.416667, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -16.4485, 0, 10.3417, 0, -1, 0, 0.361111, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -0.592594, 0, -2.96296, 0, -1, 0, 0.5, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -4.18684, 0, 17.4209, 0, -1, 0, 0.472222, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -10.9418, 0, 14.9623, 0, -1, 0, 0.416667, -0, 0bones 1,  0,1,0,0,0,0,0,0
v, -0.592594, 0, -2.96296, 0, -1, 0, 0.5, -0, 0bones 1,  0,1,0,0,0,0,0,0
